Gene	HC11	HC12	HC13	HC14	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82
MFSD6	44	34	6	48	51	38	115	53	24	72	85	53	14	36	7	29
TMEM194B	6	4	4	12	16	1	6	8	4	13	11	24	3	5	2	3
NAB1	10	17	3	12	63	46	43	23	15	33	38	23	11	17	28	11
GLS	38	45	29	105	206	171	195	274	39	185	240	239	12	106	76	66
STAT1	170	218	88	295	1291	1058	335	1055	115	503	1115	463	51	355	160	249
STAT4	26	17	7	38	75	28	47	39	17	28	70	49	2	1	4	15
MYO1B	0	0	0	0	0	0	0	8	2	2	0	212	2	4	10	3
NABP1	13	22	22	43	175	148	185	80	40	127	165	261	12	56	49	67
SDPR	9	17	1	30	20	10	26	41	16	27	20	21	21	21	9	22
TMEFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A10	10	6	2	15	16	16	15	27	4	16	28	21	1	8	2	1
DNAH7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
STK17B	79	56	100	262	877	281	327	691	239	521	372	418	69	289	303	177
HECW2	2	0	0	1	2	0	0	10	2	3	2	8	0	0	0	1
CCDC150	0	0	5	1	0	1	2	7	0	1	1	1	0	6	1	0
GTF3C3	4	11	7	34	19	25	37	22	15	41	41	36	5	19	20	23
C2orf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAP1	22	16	6	11	41	60	22	23	7	13	28	35	6	8	14	40
ANKRD44	11	26	3	43	110	52	28	43	6	31	49	47	16	21	30	10
SF3B1	125	153	79	380	422	436	587	660	306	581	535	705	53	339	224	198
COQ10B	38	25	15	114	148	115	126	157	59	146	126	187	39	92	79	112
HSPD1	34	27	22	35	47	51	123	92	39	120	65	393	13	37	59	43
HSPE1	55	42	239	223	352	159	385	349	106	350	213	1090	13	129	96	141
HSPE1-MOB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB4	163	158	68	224	317	318	530	463	335	521	391	528	74	347	258	251
RFTN2	5	8	12	3	10	2	2	4	0	1	3	4	1	3	0	6
AC011997.1	0	0	0	4	1	0	0	0	0	0	3	1	0	0	0	0
MARS2	4	0	6	6	17	5	1	4	0	3	3	1	2	3	2	0
BOLL	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0
PLCL1	3	0	1	8	9	7	7	7	1	4	6	5	0	5	3	0
SATB2	1	0	5	0	0	1	0	2	1	0	3	0	0	0	0	0
FTCDNL1	3	0	0	1	2	2	0	2	0	0	0	0	0	0	0	0
C2orf69	26	22	15	64	118	62	59	63	20	60	72	43	2	45	34	29
TYW5	28	18	25	35	31	38	40	34	16	46	49	29	9	45	57	26
C2orf47	6	2	3	12	39	17	26	21	2	17	21	23	3	15	12	7
SPATS2L	6	1	7	10	92	52	28	32	7	25	94	634	0	28	14	20
KCTD18	0	0	0	12	34	13	7	14	4	23	16	8	0	12	6	4
SGOL2	0	0	0	0	5	0	8	5	1	2	2	9	0	4	6	1
AOX1	0	0	0	0	0	0	0	0	1	0	0	12	0	1	0	0
BZW1	88	63	38	54	125	102	213	157	77	150	119	227	33	88	56	104
CLK1	323	313	53	164	263	283	541	378	157	294	326	248	140	201	177	241
PPIL3	9	13	5	23	22	20	29	26	13	18	19	56	3	9	21	16
NIF3L1	1	6	4	17	21	12	29	28	22	25	25	38	0	15	21	7
ORC2	13	20	20	16	40	12	28	26	13	31	35	92	1	17	15	4
FAM126B	90	80	30	152	301	115	87	148	53	110	125	269	48	138	78	91
NDUFB3	55	38	88	117	512	143	325	334	141	360	227	528	33	245	338	259
CFLAR	203	204	198	576	1598	1027	424	594	361	1069	1536	2683	129	1095	644	799
CASP10	37	23	10	45	54	40	76	71	56	108	118	62	14	52	45	16
CASP8	52	59	80	350	526	284	211	266	164	228	348	274	18	176	106	117
ALS2CR12	3	2	0	0	3	4	6	1	3	5	9	0	0	4	2	1
TRAK2	28	28	24	91	92	97	131	121	51	217	182	168	19	72	46	28
STRADB	4	2	0	22	12	11	16	15	27	15	30	46	6	27	6	4
ALS2CR11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TMEM237	4	2	0	5	7	6	3	2	1	3	5	11	0	1	2	3
MPP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ALS2	8	7	2	17	12	15	26	25	6	29	24	25	0	13	6	12
CDK15	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
FZD7	0	0	0	0	0	1	0	0	0	0	0	33	0	0	0	0
AC079354.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO1	45	24	33	95	216	71	93	180	60	160	120	232	32	91	56	63
NOP58	25	10	13	56	78	52	76	43	29	48	67	65	14	23	21	9
BMPR2	97	61	7	61	107	43	51	113	33	112	104	129	48	43	23	45
FAM117B	43	37	9	29	30	22	21	22	19	22	17	9	13	15	9	16
ICA1L	3	5	4	15	31	7	14	14	3	14	18	15	3	11	1	5
WDR12	3	10	8	10	11	2	21	23	10	21	14	19	0	17	3	13
CARF	1	2	0	7	3	3	8	5	3	8	14	9	1	7	0	0
NBEAL1	0	2	0	1	7	0	2	1	0	2	2	7	0	0	0	1
CYP20A1	1	6	8	20	35	15	12	30	11	39	19	14	4	13	9	5
ABI2	13	13	23	52	40	42	62	72	16	49	121	80	8	3	18	12
RAPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD28	25	23	22	40	76	81	72	38	8	44	38	64	2	13	0	21
CTLA4	13	20	12	46	27	50	85	64	30	83	65	57	5	17	4	46
ICOS	11	12	105	57	271	88	80	67	44	180	152	232	0	15	0	34
PARD3B	0	0	19	0	0	0	1	0	0	1	4	2	0	0	0	0
NRP2	3	2	0	1	5	0	2	3	5	0	0	66	2	0	0	0
INO80D	14	15	13	73	200	98	61	98	24	51	102	75	13	45	48	21
NDUFS1	59	56	21	56	73	57	77	57	39	54	69	77	12	35	36	51
EEF1B2	3719	2690	2437	4439	1097	1136	5932	2251	3232	5713	2141	7461	373	1815	1973	2437
GPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDBF2	0	0	0	0	7	1	2	0	0	3	3	3	0	1	0	0
ADAM23	5	1	0	3	11	5	2	3	1	0	3	26	0	0	0	0
DYTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDH1B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FASTKD2	30	20	8	31	26	25	39	54	17	43	58	36	21	19	18	17
CPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF7	53	48	70	134	156	116	138	215	131	263	203	310	16	304	334	158
CREB1	82	61	22	126	90	96	93	137	42	155	177	153	46	108	87	49
METTL21A	35	26	12	27	45	16	37	23	20	50	34	77	13	66	60	9
CCNYL1	9	11	8	15	43	31	34	35	15	25	31	49	3	28	26	8
FZD5	1	2	7	0	14	6	3	27	7	17	17	210	9	6	8	6
PLEKHM3	0	0	7	0	4	0	0	0	0	0	1	1	0	0	0	11
CRYGD	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH1	21	7	8	37	63	36	98	112	54	142	88	375	35	116	154	79
PIKFYVE	20	16	14	39	65	33	63	44	29	27	56	22	13	40	44	17
PTH2R	1	0	0	0	3	1	0	0	0	0	0	0	0	3	3	0
MAP2	1	1	0	0	1	0	0	0	2	5	9	5	0	0	9	0
UNC80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPE	5	3	2	14	14	9	8	19	12	19	12	22	5	14	22	8
KANSL1L	9	8	1	1	4	1	10	6	9	6	27	4	4	3	8	3
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LANCL1	17	23	6	45	45	43	51	57	18	20	54	36	33	23	38	38
CPS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF2	37	29	15	132	77	54	42	126	13	34	255	67	7	3	7	12
SPAG16	44	47	16	18	15	11	25	20	18	28	34	54	7	8	1	16
VWC2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARD1	4	9	6	17	33	45	24	39	13	57	83	39	2	39	52	20
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATIC	37	63	88	71	111	61	189	98	38	131	129	262	11	48	42	32
FN1	2	0	0	1	0	1	13	1	8	17	5	983	11	30	18	0
MREG	0	0	0	0	2	0	2	0	1	0	0	1	0	0	3	0
PECR	8	7	1	4	10	5	5	6	16	5	3	16	4	28	19	13
TMEM169	1	3	1	1	0	1	0	1	1	0	2	0	0	0	0	0
XRCC5	69	72	253	419	524	291	526	557	475	951	709	1327	11	835	452	138
4-Mar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCAL1	10	4	3	12	2	0	16	9	3	13	16	11	0	2	1	4
RPL37A	10182	8069	17861	16288	15608	7404	21518	12686	16395	36405	20448	45477	2208	9804	9651	8680
IGFBP2	0	0	0	0	1	0	4	0	4	1	3	8	0	10	2	5
IGFBP5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TNP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNS1	2	6	0	7	40	19	6	3	0	3	6	53	2	21	4	1
RUFY4	2	3	0	11	54	18	3	26	3	5	9	1	6	0	1	4
CXCR2	6	2	5	14	103	58	22	79	18	42	37	825	0	78	52	31
CXCR1	4	7	4	4	73	34	35	25	18	16	16	298	1	96	48	42
ARPC2	1786	1433	782	1891	1893	2091	3005	2683	1794	3471	2811	3358	358	3395	2010	1622
GPBAR1	33	10	19	15	105	62	46	50	16	60	44	12	16	9	13	22
AAMP	489	382	452	374	444	225	876	478	460	567	439	1139	422	379	382	708
PNKD	46	77	47	60	340	56	230	163	62	386	183	138	22	89	53	112
TMBIM1	17	12	181	49	546	44	53	42	40	118	112	355	3	24	24	17
C2orf62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SLC11A1	163	145	79	186	603	215	433	469	771	1199	343	1386	140	533	483	441
CTDSP1	974	864	486	481	840	308	1820	906	1011	1828	1117	1508	713	1323	1105	953
VIL1	0	0	0	0	0	0	0	0	2	0	0	81	1	0	0	0
USP37	1	0	0	5	2	0	1	4	0	1	0	5	0	1	0	0
RQCD1	54	66	59	111	181	100	205	165	94	286	230	309	30	144	101	96
PLCD4	0	2	0	2	0	0	0	1	0	0	1	3	0	0	0	0
ZNF142	17	7	5	25	32	16	33	18	10	42	52	25	9	16	12	6
BCS1L	4	0	0	12	13	1	5	11	1	18	20	6	0	5	2	4
RNF25	4	5	6	2	6	1	1	2	4	4	2	4	1	2	2	6
STK36	89	82	73	127	122	40	238	174	87	232	177	257	39	53	36	92
TTLL4	53	59	95	73	94	43	111	130	79	262	141	349	12	61	85	69
CYP27A1	32	27	5	16	91	20	72	43	38	78	34	28	21	10	31	101
PRKAG3	0	1	0	1	4	0	0	0	1	5	2	0	0	0	2	1
WNT6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
WNT10A	0	1	5	10	26	3	6	5	5	21	27	24	0	2	1	0
CDK5R2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FEV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC108	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0
IHH	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
NHEJ1	13	3	4	10	8	9	3	8	4	16	6	18	9	1	2	5
SLC23A3	0	0	0	1	0	1	0	0	0	0	6	1	0	0	0	0
CNPPD1	29	38	97	141	276	197	117	186	72	371	341	221	19	144	61	25
FAM134A	214	159	107	168	254	137	291	235	122	365	289	628	112	216	322	168
ZFAND2B	621	443	69	173	146	149	698	225	256	405	446	441	235	357	251	477
ABCB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG9A	76	65	18	53	37	43	85	41	55	120	72	148	48	77	25	69
ANKZF1	0	3	8	6	14	11	10	16	10	34	24	21	0	6	4	0
GLB1L	15	5	4	8	11	4	11	2	3	3	3	8	6	16	3	9
STK16	58	50	150	69	237	42	116	79	91	141	153	262	5	71	25	39
TUBA4A	50	25	23	13	10	12	54	33	37	64	15	72	29	44	51	47
DNAJB2	28	41	42	90	147	68	100	73	66	159	218	466	7	38	13	28
PTPRN	0	0	0	1	0	0	0	2	1	0	0	0	6	0	0	4
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNPEP	131	110	30	63	100	79	136	70	29	74	111	83	38	29	26	83
DES	0	0	0	0	2	0	5	0	0	1	0	0	0	5	0	0
SPEG	4	9	0	6	3	3	5	3	2	5	0	1	4	7	2	2
GMPPA	70	63	5	25	35	15	108	60	25	91	69	125	106	46	61	78
ASIC4	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
CHPF	12	18	4	3	11	7	114	37	30	49	60	110	6	18	12	7
TMEM198	0	0	0	0	3	0	3	0	1	2	3	4	0	0	0	0
OBSL1	0	1	0	0	0	0	1	0	0	0	0	43	0	1	0	0
INHA	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
STK11IP	14	10	17	63	58	59	60	73	93	266	132	140	3	72	37	39
SLC4A3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
EPHA4	1	3	10	16	27	14	3	7	2	1	8	9	1	0	0	1
PAX3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC140	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
SGPP2	0	0	0	0	1	2	0	0	0	0	0	2	0	1	0	0
FARSB	47	43	11	38	23	34	127	70	29	73	79	122	35	66	65	64
MOGAT1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACSL3	32	22	19	54	132	64	106	122	68	110	126	228	29	63	47	77
KCNE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1S3	4	14	5	5	18	12	8	6	0	2	15	7	0	3	1	18
WDFY1	90	34	3	22	68	69	29	72	19	52	46	22	11	37	29	69
MRPL44	34	14	6	31	40	19	40	60	20	26	26	15	22	34	31	13
SERPINE2	19	7	7	16	2	4	17	32	10	17	14	105	4	7	1	2
FAM124B	1	0	0	1	1	0	0	2	1	2	1	0	0	5	0	1
CUL3	75	52	7	59	78	52	72	61	36	55	54	66	56	48	42	37
DOCK10	71	83	3	49	84	96	113	123	22	87	93	38	23	30	38	97
NYAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS1	8	1	4	3	8	4	3	12	4	5	13	86	1	1	0	0
RHBDD1	20	22	5	24	28	31	67	58	21	59	80	47	11	35	18	28
COL4A4	0	0	1	3	6	3	3	12	3	1	4	1	0	3	0	3
COL4A3	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0
MFF	31	20	46	75	121	76	150	90	91	200	127	144	9	91	83	57
TM4SF20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
AGFG1	59	64	21	108	275	127	143	312	169	332	243	184	66	291	300	175
C2orf83	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A3	0	0	0	0	0	0	0	0	0	0	0	117	0	0	3	0
CCL20	0	0	1	1	762	958	18	8	37	37	1354	4685	6	30	840	1473
DAW1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
SPHKAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID1	30	6	37	75	20	22	69	53	34	48	33	156	1	4	5	17
DNER	2	0	1	1	0	0	4	4	0	1	2	3	1	1	0	0
TRIP12	270	268	71	228	279	297	493	580	219	475	469	417	77	311	251	261
FBXO36	0	0	1	0	2	0	1	0	1	0	1	4	0	0	0	0
SLC16A14	0	0	0	0	0	4	5	5	1	4	4	6	0	4	6	4
SP110	60	61	46	143	370	282	103	246	40	189	486	185	28	66	38	55
SP140	47	70	45	81	145	94	116	97	43	93	173	159	43	19	26	66
SP140L	11	19	3	43	64	67	26	31	15	21	91	31	14	22	12	30
SP100	33	25	25	73	157	156	96	151	47	127	183	53	2	85	56	44
CAB39	173	137	186	321	239	196	496	485	204	385	239	387	133	227	133	100
ITM2C	9	17	41	75	66	49	206	201	53	274	79	54	11	102	113	5
GPR55	0	3	3	4	10	1	6	4	0	9	20	11	0	4	0	5
SPATA3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
C2orf72	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0
PSMD1	53	30	28	99	110	86	154	127	80	153	103	153	32	76	82	52
HTR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC9	0	0	2	0	0	0	1	0	0	0	0	7	0	0	2	0
B3GNT7	203	294	8	27	84	101	72	53	18	5	80	81	3	17	8	19
NCL	565	472	209	548	704	443	801	1139	453	868	803	1028	184	357	379	654
NMUR1	22	19	4	12	40	10	12	32	23	9	39	20	11	0	0	2
C2orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTMA	308	238	1146	3198	852	1999	305	1940	165	1420	1594	4662	145	480	296	700
PDE6D	1	6	5	15	65	30	16	55	12	43	33	18	1	10	8	17
COPS7B	16	9	11	14	33	20	35	39	22	51	74	47	3	14	15	16
NPPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIS3L2	38	27	24	46	85	26	63	55	41	92	103	56	5	25	37	22
ALPP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNG	13	7	3	4	13	4	5	7	5	11	2	22	1	7	0	2
TIGD1	1	0	4	4	2	2	1	1	1	3	8	6	0	3	0	0
EIF4E2	181	144	290	462	577	311	598	475	478	1089	614	1080	41	263	192	165
EFHD1	0	2	0	2	1	0	0	3	0	0	14	0	0	0	0	0
GIGYF2	81	82	26	86	70	70	92	69	55	76	114	176	65	88	55	90
KCNJ13	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
C2orf82	0	1	0	0	8	0	5	0	0	0	0	0	7	0	0	0
NGEF	0	0	0	0	0	0	2	0	1	2	0	6	0	0	0	0
AC106876.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5D	1049	849	426	593	799	570	1269	1003	553	1303	1375	1178	325	532	465	468
ATG16L1	8	7	4	54	47	54	31	41	32	53	90	50	11	20	14	17
SAG	3	0	0	2	2	1	4	0	0	4	6	0	0	3	0	0
DGKD	50	55	60	143	299	190	168	194	78	280	251	244	18	242	67	63
USP40	21	23	6	17	10	9	39	40	18	40	26	35	28	28	9	33
UGT1A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HJURP	0	3	0	5	2	4	36	50	6	17	11	27	14	37	116	76
TRPM8	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL4C	669	477	717	2439	3753	3336	1707	2676	784	1897	6743	5016	79	415	97	590
SH3BP4	5	2	2	7	0	4	1	4	3	6	2	20	4	2	2	0
AGAP1	26	30	2	13	57	20	17	15	17	9	23	30	14	7	1	0
AC064874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCA1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ACKR3	2	0	0	4	4	4	6	10	18	9	17	8	0	43	4	16
COPS8	13	9	15	27	61	58	50	93	41	53	60	78	3	50	55	40
AC112715.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A3	0	1	3	5	0	1	9	4	1	6	4	6	2	4	12	5
AC112721.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MLPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB17	0	0	3	0	0	0	1	0	1	5	0	481	0	1	0	1
AC104667.3	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0
LRRFIP1	1104	1153	129	880	940	729	1250	968	848	1308	1050	2495	629	1329	1192	1292
RBM44	0	1	0	2	10	3	2	3	3	7	1	4	3	9	3	8
RAMP1	3	1	0	1	5	3	2	2	0	0	0	44	1	2	0	1
UBE2F	75	56	15	55	120	66	109	116	51	100	88	86	27	87	54	86
UBE2F-SCLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCLY	1	1	4	2	3	1	5	2	2	7	7	11	0	6	4	1
ESPNL	0	0	0	0	0	5	0	0	0	2	0	8	0	0	0	0
KLHL30	0	1	1	0	5	1	1	0	8	1	5	6	0	2	1	0
FAM132B	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ILKAP	884	639	67	287	203	373	679	610	420	617	760	478	544	464	452	633
AC016757.3	4	2	1	3	0	0	1	0	0	0	3	0	2	0	0	1
HES6	3	3	8	6	27	4	8	15	9	15	13	49	7	11	19	3
PER2	14	19	6	9	34	23	23	27	4	27	6	11	7	10	13	15
TRAF3IP1	9	4	5	38	32	26	17	26	25	50	40	37	0	18	8	9
ASB1	96	99	124	95	120	85	148	124	121	214	197	306	20	76	58	51
TWIST2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HDAC4	36	29	12	64	114	83	91	143	137	265	179	120	40	119	137	54
AC062017.1	1	0	2	6	12	8	5	11	6	14	20	11	0	3	3	5
AC079612.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA10	335	222	70	167	213	142	365	259	135	433	330	443	138	189	194	165
OR6B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYEOV2	310	170	158	211	399	111	571	232	211	411	186	272	78	183	186	204
OTOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC1	3	3	0	0	0	1	1	0	0	2	1	0	0	0	0	0
AC110619.2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ANKMY1	21	24	10	14	48	17	32	19	30	43	74	35	7	24	12	1
DUSP28	9	15	3	12	40	10	17	25	5	23	22	13	3	12	12	6
RNPEPL1	637	711	31	417	545	570	1081	667	826	1578	1432	1482	406	1007	765	620
CAPN10	31	18	14	39	43	15	46	15	25	38	51	22	9	19	31	23
GPR35	9	9	0	7	43	31	9	26	10	9	19	5	3	9	9	20
AQP12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104809.3	7	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0
SNED1	1	2	2	9	5	8	4	1	2	3	4	11	4	2	1	0
MTERFD2	36	46	44	87	105	90	69	94	18	84	133	96	16	55	30	18
PASK	13	7	26	85	99	66	89	50	15	30	81	50	0	8	10	0
PPP1R7	49	39	51	91	121	74	107	101	76	184	172	145	13	85	68	38
ANO7	0	0	1	0	0	0	0	0	0	2	0	10	0	2	4	0
HDLBP	35	45	47	87	78	87	183	113	113	248	137	256	5	75	77	41
AC104841.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Sep	31	18	26	154	254	177	153	244	125	256	237	232	11	156	110	63
FARP2	4	8	4	6	16	13	29	12	3	20	14	5	0	9	4	12
STK25	107	116	79	212	247	157	352	195	161	510	486	394	57	145	109	204
BOK	2	1	0	1	1	1	4	1	0	2	8	41	0	0	0	0
THAP4	259	174	58	87	131	90	273	102	78	134	122	173	102	104	88	195
ATG4B	123	111	88	103	138	73	207	111	112	238	286	258	54	111	101	81
DTYMK	25	15	9	20	28	15	99	48	50	102	58	189	1	39	92	65
ING5	69	61	5	40	43	40	97	33	33	67	43	36	34	68	60	34
D2HGDH	70	45	29	108	86	77	222	124	103	180	172	135	12	59	77	43
GAL3ST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU4	0	0	0	1	2	4	4	0	1	1	4	43	1	6	2	2
PDCD1	15	11	2	4	9	19	43	21	9	2	6	6	5	2	0	18
CXXC11	3	6	3	3	6	0	2	4	7	3	4	8	3	0	2	0
AC131097.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHL1	1	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0
CNTN6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CNTN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
TRNT1	8	7	9	21	13	11	23	22	14	20	17	25	9	8	6	16
CRBN	39	28	6	16	46	27	31	20	7	14	18	8	12	17	16	12
SUMF1	131	78	46	60	28	18	134	53	81	126	63	181	29	67	68	77
LRRN1	0	0	0	0	0	0	1	1	0	0	0	8	1	9	0	0
SETMAR	11	2	1	15	8	2	19	9	5	21	7	1	11	4	11	10
ITPR1	2	17	3	16	38	29	17	29	3	27	22	13	5	7	9	8
AC018816.3	1	1	3	3	7	3	3	2	2	2	8	5	0	3	0	0
BHLHE40	50	46	21	52	310	187	86	82	7	37	65	160	35	42	62	136
ARL8B	73	60	15	89	158	159	144	145	108	203	165	289	35	192	149	94
EDEM1	38	33	5	44	74	53	115	105	16	48	56	27	39	63	60	55
GRM7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LMCD1	0	0	1	0	0	4	1	0	0	0	0	17	0	1	0	0
SSUH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXTR	1	0	0	2	3	1	7	2	1	0	1	8	6	4	1	1
RAD18	6	6	3	6	14	14	24	18	5	19	17	65	1	14	8	3
SRGAP3	1	1	1	1	1	1	1	3	4	1	1	1	0	4	1	0
THUMPD3	21	12	4	39	79	28	61	47	39	51	49	86	10	30	24	22
